2025-05-26T19:30:58.144020,KAVA/USDT,0.418,ALCISTA,37.78,85,7.5,15min-2h
2025-05-26T19:32:32.178400,KAVA/USDT,0.4179,ALCISTA,36.96,85,7.5,15min-2h
